Price,close,close,close,close,close,close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,volume,volume,volume,volume,volume,volume
Ticker,ada,btc,doge,eth,sol,xrp,ada,btc,doge,eth,sol,xrp,ada,btc,doge,eth,sol,xrp,ada,btc,doge,eth,sol,xrp,ada,btc,doge,eth,sol,xrp
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,0.03345799818634987,7200.17431640625,0.00203300011344254,130.802001953125,,0.19266700744628906,0.0338129997253418,7254.33056640625,0.0020520000252872705,132.83535766601562,,0.19436199963092804,0.03270399942994118,7174.9443359375,0.0020210000220686197,129.1982879638672,,0.19210700690746307,0.03283200040459633,7194.89208984375,0.0020280000753700733,129.6306610107422,,0.1929119974374771,22948374,18565664997,51180941,7935230330,,1041134003
2020-01-02,0.03275100141763687,6985.47021484375,0.0020089999306946993,127.4101791381836,,0.1880429983139038,0.03350700065493584,7212.1552734375,0.0021100000012665987,130.82003784179688,,0.19289599359035492,0.03244800120592117,6935.27001953125,0.0019829999655485153,126.95491027832031,,0.18694700300693512,0.03347399830818176,7202.55126953125,0.00203399988822639,130.82003784179688,,0.19270800054073334,20843934,20802083465,65071106,8032709256,,1085351426
2020-01-03,0.03418000042438507,7344.88427734375,0.002145000034943223,134.1717071533203,,0.19352099299430847,0.03442699834704399,7413.71533203125,0.002177000045776367,134.55401611328125,,0.1940699964761734,0.03249099850654602,6914.99609375,0.0019910000264644623,126.49002075195312,,0.1858460009098053,0.03274799883365631,6984.4287109375,0.002007999923080206,127.41126251220703,,0.18794800341129303,30162644,28111481032,62619988,10476845358,,1270017043
2020-01-04,0.034595001488924026,7410.65673828125,0.0022410000674426556,135.06936645507812,,0.19435499608516693,0.03468500077724457,7427.3857421875,0.0024900001008063555,136.05271911621094,,0.1946530044078827,0.03387200087308884,7309.51416015625,0.002050000010058284,133.04055786132812,,0.19183500111103058,0.03419100120663643,7345.37548828125,0.0021440000273287296,134.16851806640625,,0.19352099299430847,29535781,18444271275,94227582,7430904515,,999331594
2020-01-05,0.034720998257398605,7411.3173828125,0.0024190000258386135,136.2767791748047,,0.1955370008945465,0.03535600006580353,7544.4970703125,0.002491000108420849,139.4102020263672,,0.19922299683094025,0.03454500064253807,7400.53564453125,0.0021170000545680523,135.04562377929688,,0.1938840001821518,0.0345739983022213,7410.45166015625,0.002240000059828162,135.0720977783203,,0.19436700642108917,21479178,19725074095,52631740,7526675353,,1168067557
2020-01-06,0.037271998822689056,7769.21923828125,0.0024629998952150345,144.3041534423828,,0.22150999307632446,0.03729899972677231,7781.8671875,0.002563999965786934,144.32818603515625,,0.22383199632167816,0.03467399999499321,7409.29296875,0.0023789999540895224,136.0796356201172,,0.19506800174713135,0.03475100174546242,7410.4521484375,0.00241800001822412,136.3055419921875,,0.19553600251674652,37988444,23276261598,54562409,9093747121,,2301679290
2020-01-07,0.037046998739242554,8163.6923828125,0.002432999899610877,143.5439910888672,,0.21391700208187103,0.03780699893832207,8178.2158203125,0.0024969999212771654,145.00177001953125,,0.2233860045671463,0.036653000861406326,7768.2275390625,0.0023539999965578318,140.48887634277344,,0.20904700458049774,0.03729100152850151,7768.68212890625,0.0024850000627338886,144.31199645996094,,0.2215760052204132,51562680,28767291327,52767343,9257954672,,2237698314
2020-01-08,0.036435000598430634,8079.86279296875,0.0022929999977350235,141.2581329345703,,0.20902599394321442,0.03855099901556969,8396.73828125,0.0024649999104440212,146.8280029296875,,0.21670399606227875,0.03601500019431114,7956.7744140625,0.002265000017359853,138.26820373535156,,0.2052139937877655,0.03705500066280365,8161.935546875,0.002432999899610877,143.48782348632812,,0.2138340026140213,49193345,31672559265,77251526,9387194957,,1782128652
2020-01-09,0.03635900095105171,7879.0712890625,0.0022559999488294125,138.9792022705078,,0.20489899814128876,0.036444999277591705,8082.2958984375,0.0023139999248087406,141.39398193359375,,0.20914199948310852,0.035672999918460846,7842.40380859375,0.002145000034943223,136.2364044189453,,0.2025890052318573,0.036444999277591705,8082.2958984375,0.0022909999825060368,141.15577697753906,,0.20911000669002533,26562776,24045990466,70690571,7697325348,,1341130889
2020-01-10,0.03687399998307228,8166.55419921875,0.0023560000117868185,143.96377563476562,,0.21230599284172058,0.036979999393224716,8166.55419921875,0.0023610000498592854,144.16732788085938,,0.21240299940109253,0.0348070003092289,7726.77490234375,0.0021989999804645777,135.52040100097656,,0.2018200010061264,0.03633499890565872,7878.3076171875,0.002254999941214919,138.967041015625,,0.20490799844264984,47483943,28714583844,87683356,9084816203,,1693646276
2020-01-11,0.03682500123977661,8037.53759765625,0.0023139999248087406,142.92710876464844,,0.21185100078582764,0.0375789999961853,8218.359375,0.002372999908402562,146.4809112548828,,0.21897099912166595,0.03652200102806091,8029.64208984375,0.0022960000205785036,142.2079620361328,,0.21005399525165558,0.03685399889945984,8162.19091796875,0.0023509999737143517,143.4091033935547,,0.21209700405597687,63485488,25521165085,94203409,9332208590,,1655817070
2020-01-12,0.037689998745918274,8192.494140625,0.002380999969318509,145.87393188476562,,0.21563300490379333,0.037748001515865326,8200.0634765625,0.0024129999801516533,146.14585876464844,,0.21637099981307983,0.03658000007271767,8009.05908203125,0.0023129999171942472,142.7076416015625,,0.21153299510478973,0.03682100027799606,8033.26171875,0.0023129999171942472,143.0325469970703,,0.21215100586414337,56546260,22903438381,79426215,8528167453,,1496128430
2020-01-13,0.036965999752283096,8144.1943359375,0.0023580000270158052,144.22659301757812,,0.21261699497699738,0.0379440002143383,8197.7880859375,0.002406999934464693,146.79122924804688,,0.21568700671195984,0.03677599877119064,8079.70068359375,0.0023270000237971544,142.90713500976562,,0.21060100197792053,0.037696000188589096,8189.77197265625,0.002380999969318509,146.2201385498047,,0.21562400460243225,56296775,22482910688,83849846,8378529470,,1321442559
2020-01-14,0.04165999963879585,8827.7646484375,0.002469999948516488,165.95535278320312,,0.23468700051307678,0.042219001799821854,8879.51171875,0.0025140000507235527,167.68154907226562,,0.24183200299739838,0.03696899861097336,8140.93310546875,0.0023399998899549246,144.06492614746094,,0.21237899363040924,0.03704100102186203,8140.93310546875,0.0023580000270158052,144.2510528564453,,0.21252800524234772,125280206,44841784107,128635383,16712318373,,2639844916
2020-01-15,0.04255300015211105,8807.0107421875,0.0023690001107752323,166.23068237304688,,0.23289500176906586,0.04295799881219864,8890.1171875,0.00254100002348423,170.42567443847656,,0.24099700152873993,0.04040699824690819,8657.1875,0.002363000065088272,161.109619140625,,0.22791999578475952,0.04157999902963638,8825.34375,0.0024679999332875013,165.734619140625,,0.23450399935245514,111350540,40102834650,128940321,15173694057,,2590278224
2020-01-16,0.041391000151634216,8723.7861328125,0.0023449999280273914,164.39100646972656,,0.2285739928483963,0.043090999126434326,8846.4609375,0.0024240000639110804,167.0581512451172,,0.2335679978132248,0.04022400081157684,8612.095703125,0.0022929999977350235,159.7096405029297,,0.22405500710010529,0.04257199913263321,8812.4814453125,0.0023719999007880688,166.33282470703125,,0.23288099467754364,76686221,31313981931,98124199,13735193018,,2066952513
2020-01-17,0.04497800022363663,8929.0380859375,0.0024900001008063555,170.7799530029297,,0.23877599835395813,0.0456789992749691,8958.1220703125,0.0025160000659525394,173.0692138671875,,0.24315600097179413,0.041106000542640686,8677.31640625,0.002309999894350767,162.77560424804688,,0.22657600045204163,0.04143499955534935,8725.2099609375,0.002345999935641885,164.4893798828125,,0.22872500121593475,106282894,36372139320,117752841,14997091826,,2418043081
