date,close_btc,close_eth,high_btc,high_eth,low_btc,low_eth,open_btc,open_eth,volume_btc,volume_eth
2020-01-16,8723.7861328125,164.39100646972656,8846.4609375,167.0581512451172,8612.095703125,159.7096405029297,8812.4814453125,166.33282470703125,31313981931,13735193018
2020-01-17,8929.0380859375,170.7799530029297,8958.1220703125,173.0692138671875,8677.31640625,162.77560424804688,8725.2099609375,164.4893798828125,36372139320,14997091826
2020-01-18,8942.80859375,175.3656768798828,9012.1982421875,178.52877807617188,8827.33203125,166.7890167236328,8927.2119140625,170.7477264404297,32337772627,14929342256
2020-01-19,8706.2451171875,166.9698486328125,9164.3623046875,177.2476348876953,8620.080078125,163.67686462402344,8941.4453125,175.46759033203125,34217320471,13713374132
2020-01-20,8657.642578125,167.12051391601562,8745.5908203125,169.11488342285156,8560.4736328125,162.33160400390625,8704.6318359375,166.9041290283203,26422375678,11144529787
2020-01-21,8745.89453125,169.69715881347656,8755.7060546875,169.9101104736328,8544.5205078125,165.81971740722656,8658.9912109375,167.0604705810547,24097418512,9789369362
2020-01-22,8680.8759765625,168.29415893554688,8792.994140625,171.00869750976562,8636.7470703125,166.77423095703125,8744.2109375,169.60853576660156,22600204051,9209827928
2020-01-23,8406.515625,162.92855834960938,8687.7470703125,168.31224060058594,8333.6376953125,160.29531860351562,8680.650390625,168.2957000732422,25770680779,10396868698
2020-01-24,8445.4345703125,163.05117797851562,8514.6669921875,164.3094482421875,8266.8408203125,156.74974060058594,8405.5673828125,162.8993682861328,24397913026,10657671162
2020-01-25,8367.84765625,161.283935546875,8458.453125,163.22723388671875,8296.21875,158.63247680664062,8440.119140625,163.06729125976562,19647331549,8256956802
2020-01-26,8596.830078125,168.0771026611328,8602.4013671875,168.22032165527344,8325.498046875,160.2811279296875,8364.41015625,161.17681884765625,22177678796,9261861590
2020-01-27,8909.8193359375,170.93089294433594,8977.7265625,172.92291259765625,8597.30859375,166.90109252929688,8597.30859375,168.00885009765625,28647338393,11004476145
2020-01-28,9358.58984375,176.3703155517578,9358.58984375,176.3703155517578,8908.447265625,170.73806762695312,8912.5244140625,170.88485717773438,34398744403,11772875064
2020-01-29,9316.6298828125,175.0503387451172,9406.431640625,178.8429718017578,9269.4677734375,175.0503387451172,9357.470703125,176.34788513183594,30682598115,10725267311
2020-01-30,9508.9931640625,184.6904754638672,9553.1259765625,186.26048278808594,9230.8974609375,172.3746337890625,9316.0166015625,174.91770935058594,32378792851,12604789338
2020-01-31,9350.529296875,180.16017150878906,9521.7060546875,185.4058380126953,9230.7763671875,176.29681396484375,9508.3134765625,184.73690795898438,29432489719,11728616394
2020-02-01,9392.875,183.6739501953125,9439.3232421875,183.84555053710938,9313.2392578125,179.74517822265625,9346.357421875,180.11376953125,25922656496,11569697182
2020-02-02,9344.365234375,188.61753845214844,9468.7978515625,193.0803985595703,9217.82421875,180.1739501953125,9389.8203125,183.53250122070312,30835736946,14054425389
2020-02-03,9293.521484375,189.8650665283203,9540.3720703125,193.4368896484375,9248.6337890625,188.0126953125,9344.68359375,188.60740661621094,30934096509,12392875241
2020-02-04,9180.962890625,189.25059509277344,9331.265625,191.1114959716797,9112.8115234375,185.40362548828125,9292.841796875,189.86172485351562,29893183716,11714191695
2020-02-05,9613.423828125,204.23023986816406,9701.2998046875,206.8040008544922,9163.7041015625,188.752685546875,9183.416015625,189.29910278320312,35222060874,14865434435
2020-02-06,9729.8017578125,212.33908081054688,9824.619140625,214.59771728515625,9539.818359375,201.90406799316406,9617.8212890625,204.12969970703125,37628823716,16425589683
2020-02-07,9795.943359375,222.72605895996094,9834.716796875,223.14093017578125,9726.0029296875,212.30419921875,9726.0029296875,212.31588745117188,34522718159,16673443564
2020-02-08,9865.119140625,223.14651489257812,9876.7490234375,226.5880889892578,9678.91015625,215.38629150390625,9793.0703125,222.51097106933594,35172043762,16741203125
2020-02-09,10116.673828125,228.5785675048828,10129.435546875,229.86424255371094,9850.392578125,222.98223876953125,9863.89453125,222.98223876953125,35807884663,15031356241
2020-02-10,9856.611328125,223.522705078125,10165.765625,229.1846160888672,9784.5634765625,218.08004760742188,10115.5595703125,228.54913330078125,39386548075,16210008511
2020-02-11,10208.236328125,235.8511962890625,10210.052734375,236.54713439941406,9729.3349609375,218.61761474609375,9855.8916015625,223.3849334716797,37648059389,16964695963
2020-02-12,10326.0546875,265.4061279296875,10393.611328125,272.3988342285156,10202.3876953125,235.89627075195312,10202.3876953125,235.89822387695312,43444303830,24545049386
2020-02-13,10214.3798828125,268.0992431640625,10457.626953125,273.7410583496094,10116.1611328125,258.9225158691406,10323.9609375,265.0527038574219,49356071373,25801317504
2020-02-14,10312.1162109375,284.2174987792969,10321.99609375,285.0564270019531,10125.5341796875,262.76251220703125,10211.55078125,268.0232849121094,43338264162,23558253463
2020-02-15,9889.4248046875,264.72857666015625,10341.5556640625,287.1236877441406,9874.427734375,264.2796630859375,10313.8564453125,284.5613098144531,43865054831,23682452994
2020-02-16,9934.43359375,259.89471435546875,10053.96875,272.8824462890625,9722.38671875,242.48440551757812,9889.1796875,264.904052734375,43374780305,25152366643
2020-02-17,9690.142578125,266.3634338378906,9938.8154296875,266.8712463378906,9507.6376953125,244.3353271484375,9936.560546875,259.89056396484375,45998298413,26024080089
2020-02-18,10141.99609375,281.944580078125,10161.935546875,283.1961364746094,9632.3828125,261.4638977050781,9691.23046875,266.5088195800781,47271023953,26511477187
2020-02-19,9633.38671875,259.76397705078125,10191.67578125,283.5379333496094,9611.2236328125,259.76397705078125,10143.798828125,282.0362854003906,46992019710,22679414413
2020-02-20,9608.4755859375,257.949462890625,9643.216796875,263.6954040527344,9507.900390625,250.95126342773438,9629.3251953125,259.8198547363281,44925260237,23229828870
2020-02-21,9686.44140625,265.6006164550781,9723.0146484375,267.0048522949219,9589.7431640625,255.6890869140625,9611.7822265625,257.89111328125,40930547513,20867593292
2020-02-22,9663.181640625,262.33172607421875,9698.2314453125,266.38720703125,9600.728515625,258.91314697265625,9687.70703125,265.55157470703125,35838025154,16906032862
2020-02-23,9924.515625,273.754150390625,9937.404296875,273.754150390625,9657.791015625,261.96051025390625,9663.318359375,262.2784118652344,41185185761,19585998814
2020-02-24,9650.1748046875,265.2164306640625,9951.74609375,275.5395202636719,9537.04296875,259.6251525878906,9921.5830078125,273.705078125,45080496648,22400845640
2020-02-25,9341.705078125,247.81759643554688,9652.7373046875,265.4314880371094,9305.021484375,246.85899353027344,9651.3125,265.28338623046875,42515259129,21878882134
2020-02-26,8820.5224609375,225.68026733398438,9354.7783203125,249.6497039794922,8704.4267578125,221.2665557861328,9338.2900390625,247.74020385742188,50420050762,26235617201
2020-02-27,8784.494140625,226.75338745117188,8932.892578125,237.2289276123047,8577.19921875,212.66452026367188,8825.09375,225.68704223632812,45470195695,25645522790
2020-02-28,8672.455078125,226.760498046875,8890.4560546875,234.2089385986328,8492.9326171875,216.34620666503906,8788.728515625,226.98760986328125,44605450443,22563530559
2020-02-29,8599.5087890625,219.8485107421875,8775.6318359375,232.25662231445312,8599.5087890625,219.8485107421875,8671.212890625,226.8334503173828,35792392544,18181296376
2020-03-01,8562.4541015625,218.97059631347656,8726.796875,226.67788696289062,8471.212890625,214.13043212890625,8599.7587890625,219.752685546875,35349164300,18179807469
2020-03-02,8869.669921875,230.5697784423828,8921.30859375,232.81158447265625,8532.630859375,217.28428649902344,8563.2646484375,218.7116241455078,42857674409,20305587789
2020-03-03,8787.7861328125,224.47962951660156,8901.5986328125,232.3258056640625,8704.990234375,221.732666015625,8865.3876953125,230.5239715576172,42386715821,19853178572
2020-03-04,8755.24609375,224.51797485351562,8843.3662109375,228.04042053222656,8712.431640625,222.08888244628906,8788.5419921875,224.56533813476562,34746706368,16567075208
2020-03-05,9078.7626953125,229.2681884765625,9142.0546875,234.3644561767578,8757.25390625,224.6418914794922,8760.28515625,224.6418914794922,39698054597,18201291785
2020-03-06,9122.5458984375,243.52529907226562,9167.6953125,243.5549774169922,9032.0791015625,228.7435760498047,9078.30859375,229.16842651367188,40826885651,19374772256
2020-03-07,8909.9541015625,237.85308837890625,9163.220703125,249.97848510742188,8890.744140625,237.55128479003906,9121.6005859375,243.7501983642578,36216930370,19431652027
2020-03-08,8108.1162109375,200.68905639648438,8914.34375,237.7806854248047,8105.2529296875,200.6029815673828,8908.2060546875,237.7806854248047,39973102121,21381823651
2020-03-09,7923.64453125,201.986328125,8177.79345703125,207.45140075683594,7690.09814453125,192.2698974609375,8111.146484375,201.31849670410156,46936995808,23645428606
2020-03-10,7909.7294921875,200.76724243164062,8136.9453125,205.71424865722656,7814.76318359375,198.0644989013672,7922.14697265625,202.86395263671875,42213940994,18344930072
2020-03-11,7911.43017578125,194.8685302734375,7950.814453125,202.9542999267578,7642.8125,184.36215209960938,7910.08984375,200.76803588867188,38682762605,16984790291
2020-03-12,4970.7880859375,112.34712219238281,7929.1162109375,195.14793395996094,4860.35400390625,111.21070861816406,7913.6162109375,194.73892211914062,53980357243,22134741655
2020-03-13,5563.70703125,133.20181274414062,5838.11474609375,137.42953491210938,4106.98095703125,95.1843032836914,5017.8310546875,112.68999481201172,74156772075,27864623061
2020-03-14,5200.3662109375,123.30602264404297,5625.2265625,134.484375,5125.0693359375,122.41447448730469,5573.07763671875,133.5824737548828,36154506008,12740784545
2020-03-15,5392.31494140625,125.21430206298828,5836.64501953125,132.2421417236328,5169.283203125,121.85365295410156,5201.06689453125,123.24606323242188,33997889639,12719251813
2020-03-16,5014.47998046875,110.60587310791016,5385.2294921875,124.9961166381836,4575.35791015625,105.17144012451172,5385.2294921875,124.9961166381836,45368026430,15984904590
2020-03-17,5225.62939453125,113.9427490234375,5371.3486328125,118.98828125,4981.9091796875,110.40678405761719,5002.578125,110.40678405761719,38622642935,12087490572
2020-03-18,5238.4384765625,114.84226989746094,5331.833984375,116.02162170410156,5069.3359375,111.74311065673828,5227.11376953125,113.8576431274414,37878801016,11617854009
2020-03-19,6191.19287109375,136.59385681152344,6329.73583984375,140.52772521972656,5236.96875,114.73286437988281,5245.41650390625,114.83982849121094,51000731797,16396753275
2020-03-20,6198.7783203125,132.73716735839844,6844.26171875,150.8538055419922,5865.78173828125,122.60565948486328,6191.65380859375,136.64927673339844,54442976103,18960388062
2020-03-21,6185.06640625,132.81871032714844,6378.13525390625,135.972412109375,5932.8232421875,127.16375732421875,6206.521484375,133.1017608642578,42494390880,13684083308
2020-03-22,5830.2548828125,123.32115173339844,6359.697265625,136.15164184570312,5823.7138671875,122.90933227539062,6185.55810546875,132.85113525390625,40099664740,12497707224
2020-03-23,6416.31494140625,134.91160583496094,6443.9345703125,134.91160583496094,5785.00439453125,121.86788177490234,5831.37451171875,123.36598205566406,46491916000,14149877968
2020-03-24,6734.8037109375,138.76144409179688,6789.02294921875,141.9485321044922,6411.06640625,133.1687774658203,6436.642578125,135.1941375732422,48221910672,14609068673
2020-03-25,6681.06298828125,136.19589233398438,6892.51123046875,141.40379333496094,6536.92626953125,134.30422973632812,6738.716796875,138.9149627685547,44590107888,13433092920
2020-03-26,6716.4404296875,138.36155700683594,6735.4638671875,138.83056640625,6590.962890625,134.8860321044922,6675.1708984375,136.190673828125,35319797642,11367261176
2020-03-27,6469.79833984375,133.9379425048828,6793.83642578125,139.90269470214844,6466.70166015625,133.9379425048828,6719.38916015625,138.36993408203125,34585598367,11396286629
2020-03-28,6242.19384765625,130.9864959716797,6467.5009765625,134.03274536132812,6117.837890625,126.96218872070312,6467.25390625,134.03274536132812,34885225901,12162403960
2020-03-29,5922.04296875,125.58373260498047,6250.46728515625,131.17408752441406,5920.0859375,125.4500503540039,6245.62451171875,131.0153350830078,28373690931,9938133669
2020-03-30,6429.841796875,132.904541015625,6517.19580078125,133.91146850585938,5903.234375,125.28968048095703,5925.53857421875,125.57789611816406,37101651525,11841123306
2020-03-31,6438.64453125,133.59356689453125,6504.51513671875,134.27413940429688,6374.162109375,131.65289306640625,6430.6064453125,132.8209228515625,32786468812,11065246317
2020-04-01,6606.7763671875,135.63455200195312,6612.57373046875,135.63455200195312,6202.37353515625,129.73094177246094,6437.3193359375,133.61231994628906,40346426266,12456564435
2020-04-02,6793.62451171875,142.02914428710938,7088.24755859375,146.78709411621094,6595.91845703125,135.732177734375,6606.7763671875,135.732177734375,47660646124,15322861686
2020-04-03,6733.38720703125,142.09130859375,7003.220703125,146.89987182617188,6673.3359375,139.619384765625,6797.396484375,142.11045837402344,38976504903,13184603402
2020-04-04,6867.52734375,145.21939086914062,6878.95361328125,145.37730407714844,6696.48486328125,140.121826171875,6738.3828125,142.21517944335938,33185988584,11946658257
2020-04-05,6791.12939453125,143.54664611816406,6883.4140625,146.12852478027344,6715.92919921875,142.10208129882812,6862.53759765625,145.26101684570312,29510409856,11280993591
2020-04-06,7271.78125,169.13587951660156,7271.78125,169.27264404296875,6782.8896484375,143.5446014404297,6788.0498046875,143.60821533203125,46896904615,21636382525
2020-04-07,7176.41455078125,165.10194396972656,7427.939453125,175.20413208007812,7136.71435546875,164.2033233642578,7273.64404296875,169.14744567871094,44243482668,21659346091
2020-04-08,7334.0986328125,172.64173889160156,7356.2236328125,173.21026611328125,7153.3056640625,164.49319458007812,7179.283203125,165.24032592773438,37563249549,17063110836
2020-04-09,7302.08935546875,170.80714416503906,7341.4482421875,172.8977813720703,7179.09423828125,167.98712158203125,7337.96630859375,172.76126098632812,34815139178,14901696210
2020-04-10,6865.4931640625,158.41244506835938,7303.8154296875,170.94976806640625,6802.47509765625,154.9144744873047,7303.8154296875,170.8292694091797,43622840992,17980944616
2020-04-11,6859.0830078125,158.2160186767578,6926.06982421875,161.16757202148438,6789.9208984375,155.29833984375,6867.4404296875,158.5389862060547,31222085946,13555089447
2020-04-12,6971.091796875,161.14242553710938,7119.947265625,164.51695251464844,6811.078125,156.3205108642578,6858.06787109375,158.23239135742188,35759567632,15123721386
2020-04-13,6845.03759765625,156.27955627441406,6965.61669921875,160.74969482421875,6668.259765625,151.61448669433594,6965.61669921875,160.72067260742188,38619308647,16465282133
2020-04-14,6842.427734375,157.5963897705078,6958.55712890625,160.94427490234375,6793.8212890625,155.86593627929688,6843.28173828125,156.35595703125,34110434052,14723156630
2020-04-15,6642.10986328125,153.28689575195312,6928.66455078125,160.71112060546875,6633.40283203125,152.80284118652344,6845.5615234375,157.56564331054688,32288311031,14171753737
2020-04-16,7116.80419921875,172.15737915039062,7134.45068359375,173.1572723388672,6555.50439453125,150.3594207763672,6640.4541015625,153.20042419433594,46783242377,22910469236
2020-04-17,7096.1845703125,171.63858032226562,7167.18310546875,174.27590942382812,7050.33203125,169.75157165527344,7116.552734375,172.2794189453125,32513423567,16714684266
2020-04-18,7257.6650390625,186.91400146484375,7269.95654296875,187.9404754638672,7089.2470703125,171.61807250976562,7092.29150390625,171.61807250976562,32447188386,20160323443
2020-04-19,7189.4248046875,181.61495971679688,7280.52197265625,188.0989227294922,7167.0546875,180.12081909179688,7260.92236328125,186.8619842529297,31311210215,19146038381
2020-04-20,6881.95849609375,172.2971649169922,7240.29052734375,186.0835418701172,6835.5029296875,170.32127380371094,7186.87353515625,181.480224609375,37747113936,21266681335
2020-04-21,6880.3232421875,172.73770141601562,6934.5517578125,175.178466796875,6834.4423828125,170.55284118652344,6879.7841796875,172.01771545410156,32589741511,16458767984
2020-04-22,7117.20751953125,182.59957885742188,7145.86572265625,183.75100708007812,6867.78173828125,171.82659912109375,6879.4404296875,172.67039489746094,33249153866,17994666395
2020-04-23,7429.724609375,185.02867126464844,7491.78515625,189.0888671875,7081.5947265625,180.3406524658203,7121.30615234375,182.62017822265625,43500782316,21275740032
2020-04-24,7550.90087890625,189.2369384765625,7574.19580078125,190.21038818359375,7434.181640625,185.22210693359375,7434.181640625,185.22210693359375,34636526286,16788555028
2020-04-25,7569.93603515625,195.5153045654297,7641.36376953125,196.79237365722656,7521.67236328125,188.45953369140625,7550.48291015625,189.2073974609375,32941541447,18260969748
2020-04-26,7679.8671875,197.31753540039062,7700.59423828125,199.344970703125,7561.40771484375,194.76806640625,7570.13916015625,195.41358947753906,33070154491,18335367012
2020-04-27,7795.60107421875,197.22471618652344,7795.60107421875,199.55279541015625,7679.4189453125,193.45416259765625,7679.4189453125,197.47572326660156,36162144725,18670194595
2020-04-28,7807.05859375,198.41539001464844,7814.52734375,198.7865447998047,7730.806640625,194.84942626953125,7796.97021484375,197.2735137939453,33187959921,18217507467
2020-04-29,8801.0380859375,216.96823120117188,8871.75390625,218.4546356201172,7786.04931640625,198.12451171875,7806.71240234375,198.46519470214844,60201052203,26397548759
2020-04-30,8658.5537109375,207.60205078125,9440.650390625,227.52969360351562,8533.255859375,206.43692016601562,8797.669921875,216.9091339111328,66964629541,28089191904
2020-05-01,8864.7666015625,214.21910095214844,9048.0234375,217.62802124023438,8667.763671875,207.7808837890625,8672.7822265625,207.9017333984375,44068389997,20816320834
2020-05-02,8988.5966796875,215.32537841796875,9007.1875,215.8475341796875,8811.3662109375,212.87867736816406,8869.0576171875,214.23008728027344,40134388683,18260876092
2020-05-03,8897.46875,210.9331512451172,9167.78125,219.2708740234375,8830.9716796875,208.69236755371094,8983.6142578125,215.35206604003906,47101785174,20469034664
2020-05-04,8912.654296875,208.17401123046875,8956.90625,211.82838439941406,8645.0244140625,199.0477294921875,8895.7451171875,210.89085388183594,45718796276,22602446422
2020-05-05,9003.0703125,206.77439880371094,9062.4150390625,211.77862548828125,8856.8271484375,204.0311279296875,8912.83203125,208.01300048828125,43148462663,19004689099
2020-05-06,9268.76171875,204.0557861328125,9411.4677734375,211.5346221923828,8966.7060546875,204.04087829589844,9007.44140625,206.48135375976562,49371886931,20343543799
2020-05-07,9951.5185546875,212.28941345214844,9992.6640625,214.39247131347656,9138.322265625,202.07484436035156,9261.8955078125,203.91285705566406,61112700562,23594744655
2020-05-08,9842.666015625,212.9915771484375,9996.7431640625,216.3276824951172,9767.1728515625,208.8307342529297,9936.162109375,212.1982421875,51780748042,20445139356
2020-05-09,9593.896484375,211.60012817382812,9913.86328125,214.73912048339844,9580.64453125,209.07151794433594,9840.90625,213.1421661376953,46566121841,18950547549
2020-05-10,8756.4306640625,188.5995635986328,9595.5810546875,211.5522003173828,8395.107421875,182.71116638183594,9591.1689453125,211.5522003173828,63325279337,25211575193
2020-05-11,8601.7958984375,185.912841796875,9033.470703125,191.36233520507812,8374.3232421875,180.7183380126953,8755.53515625,188.63218688964844,57119858802,20054601647
2020-05-12,8804.4775390625,189.3125,8949.8984375,191.60134887695312,8569.6435546875,185.70179748535156,8610.3857421875,185.87733459472656,42142717533,15899726284
2020-05-13,9269.9873046875,199.1932830810547,9317.87890625,200.19732666015625,8805.3876953125,189.12770080566406,8805.3876953125,189.3740997314453,45558144023,17054662289
2020-05-14,9733.7216796875,202.9490966796875,9793.2685546875,204.1175994873047,9255.03515625,196.8688201904297,9271.3291015625,198.89151000976562,56426907637,20150524861
2020-05-15,9328.197265625,195.62266540527344,9755.828125,203.56639099121094,9261.3984375,193.75567626953125,9734.291015625,202.9553985595703,48158802327,16602342092
2020-05-16,9377.013671875,200.6771240234375,9564.205078125,202.7711944580078,9260.6943359375,194.5015869140625,9333.240234375,195.61338806152344,36164766408,15379081645
2020-05-17,9670.7392578125,207.15869140625,9823.001953125,209.1609344482422,9349.5458984375,200.10279846191406,9374.9296875,200.60887145996094,40084250663,15470397303
2020-05-18,9726.5751953125,214.52505493164062,9906.0302734375,215.90846252441406,9570.359375,207.10906982421875,9675.6953125,207.17977905273438,41827139896,17411566928
2020-05-19,9729.0380859375,213.45111083984375,9836.0478515625,214.6049346923828,9539.6240234375,210.14305114746094,9727.0634765625,214.6049346923828,39254288955,14346192779
2020-05-20,9522.9814453125,210.09674072265625,9804.7939453125,214.71682739257812,9447.201171875,207.97581481933594,9725.3291015625,213.4462432861328,36546239703,12730175511
2020-05-21,9081.76171875,199.88360595703125,9555.2421875,211.62518310546875,8869.9306640625,193.346435546875,9522.740234375,210.129150390625,39326160532,13308321229
2020-05-22,9182.5771484375,207.169189453125,9232.9365234375,208.59153747558594,9008.638671875,198.04086303710938,9080.3349609375,199.8371124267578,29810773699,12041592114
2020-05-23,9209.287109375,208.69439697265625,9302.501953125,210.38645935058594,9118.1083984375,205.29421997070312,9185.0625,207.19448852539062,27727866812,10665476768
2020-05-24,8790.3681640625,202.37034606933594,9288.404296875,210.59507751464844,8787.2509765625,202.37034606933594,9212.283203125,208.716064453125,32518803300,11833299572
2020-05-25,8906.9345703125,205.3197479248047,8951.005859375,206.3614501953125,8719.66796875,200.6675567626953,8786.107421875,201.98265075683594,31288157264,10415044124
2020-05-26,8835.052734375,201.90231323242188,8991.9677734375,205.75254821777344,8757.2939453125,200.2642822265625,8909.5859375,205.2595672607422,29584186947,10159741290
2020-05-27,9181.017578125,208.86343383789062,9203.3203125,208.86343383789062,8834.1572265625,201.78506469726562,8837.380859375,201.89300537109375,32740536902,10631034756
2020-05-28,9525.7509765625,219.84042358398438,9546.3193359375,220.27650451660156,9148.45703125,206.24266052246094,9184.9453125,208.88543701171875,34367073114,12212469604
2020-05-29,9439.1240234375,220.6751251220703,9573.6669921875,224.2168731689453,9379.3388671875,218.23805236816406,9528.35546875,219.925048828125,32896642044,12265816557
2020-05-30,9700.4140625,242.34559631347656,9704.0302734375,243.94314575195312,9366.7294921875,218.7444610595703,9438.9140625,220.7172088623047,32722975141,15027397867
2020-05-31,9461.05859375,230.9757080078125,9700.34375,244.04525756835938,9432.296875,230.05282592773438,9700.10546875,242.35137939453125,27773290299,12234904813
2020-06-01,10167.2685546875,246.99176025390625,10199.5654296875,248.2362823486328,9450.8994140625,230.48805236816406,9463.60546875,230.86026000976562,35198901068,13951727936
2020-06-02,9529.8037109375,237.21905517578125,10182.3408203125,252.2220001220703,9460.5712890625,233.2252960205078,10162.9736328125,246.82818603515625,39137252109,13782107567
2020-06-03,9656.7177734375,244.1793212890625,9682.859375,244.1793212890625,9471.8466796875,235.46444702148438,9533.7607421875,237.3952178955078,25007459262,9861760817
2020-06-04,9800.63671875,244.4263916015625,9887.6103515625,245.92897033691406,9525.2470703125,236.7653045654297,9655.8544921875,244.10528564453125,25921805072,10170414304
2020-06-05,9665.533203125,241.22198486328125,9869.2373046875,247.32949829101562,9663.216796875,240.6820526123047,9800.2158203125,244.34959411621094,23509628646,9293963914
2020-06-06,9653.6796875,241.9313201904297,9773.431640625,245.98104858398438,9591.0244140625,239.7245330810547,9664.904296875,241.20135498046875,20438419222,8114873845
2020-06-07,9758.8525390625,245.16725158691406,9768.498046875,245.4352569580078,9458.150390625,236.32525634765625,9653.0029296875,241.9080810546875,25015250846,9544883157
2020-06-08,9771.4892578125,246.30990600585938,9782.306640625,246.64419555664062,9675.8857421875,241.5421905517578,9760.0634765625,245.17857360839844,21486346312,8076783299
2020-06-09,9795.7001953125,244.9114532470703,9836.369140625,248.34243774414062,9664.7197265625,242.3385467529297,9774.3603515625,246.17501831054688,23717842783,8446545788
2020-06-10,9870.0947265625,247.4449462890625,9908.896484375,248.65115356445312,9728.291015625,242.8197479248047,9794.119140625,244.8220672607422,25706567601,8792990206
2020-06-11,9321.78125,231.70266723632812,9938.2978515625,249.8883056640625,9263.0693359375,229.94297790527344,9870.078125,247.5485382080078,30247143440,12356528860
2020-06-12,9480.84375,237.4932098388672,9540.4658203125,239.3546905517578,9285.8515625,229.6450653076172,9320.6904296875,231.62545776367188,22610564515,8868955009
2020-06-13,9475.27734375,238.90884399414062,9493.2119140625,239.19309997558594,9396.009765625,235.88967895507812,9480.7353515625,237.54461669921875,17564322315,7141624980
2020-06-14,9386.7880859375,234.1147003173828,9482.2705078125,239.10145568847656,9347.59375,232.95819091796875,9477.5537109375,238.9681854248047,18991732746,7439385176
2020-06-15,9450.7021484375,229.9289093017578,9504.8603515625,234.2378387451172,8990.17578125,221.24176025390625,9386.03515625,234.0583038330078,26699704768,10536099884
2020-06-16,9538.0244140625,234.41616821289062,9579.4306640625,236.39430236816406,9400.4453125,228.4261474609375,9454.2666015625,229.76229858398438,21565537209,7965648016
2020-06-17,9480.2548828125,233.0282745361328,9540.4228515625,235.9540557861328,9327.33984375,229.34164428710938,9533.7841796875,234.49237060546875,20177709879,7701391592
2020-06-18,9411.8408203125,232.10116577148438,9482.7822265625,234.57064819335938,9328.3955078125,228.95143127441406,9481.5673828125,232.89869689941406,17770083003,6713800872
2020-06-19,9288.0185546875,227.13829040527344,9440.8759765625,232.15411376953125,9274.2958984375,226.79518127441406,9410.2939453125,231.95497131347656,19632223107,6946372590
2020-06-20,9332.3408203125,229.27426147460938,9394.9716796875,231.4490203857422,9247.3798828125,226.640625,9290.9599609375,226.9763641357422,17130541557,6252830566
2020-06-21,9303.6298828125,228.9898223876953,9401.107421875,232.35894775390625,9300.4306640625,228.4929962158203,9330.9267578125,229.2161407470703,15324301169,5600408178
2020-06-22,9648.7177734375,242.53318786621094,9655.0732421875,243.77601623535156,9296.8720703125,228.9347381591797,9300.9150390625,229.0033721923828,21104009514,9079586552
2020-06-23,9629.658203125,244.14215087890625,9670.541015625,244.86441040039062,9547.2470703125,239.75973510742188,9644.076171875,242.53701782226562,17006433272,6624530348
2020-06-24,9313.6103515625,235.7724609375,9680.3671875,248.50802612304688,9278.2333984375,232.8077392578125,9632.1494140625,244.18592834472656,18961716076,8815030025
