,date_,close_bnb,close_btc,close_eth,high_bnb,high_btc,high_eth,low_bnb,low_btc,low_eth,open_bnb,open_btc,open_eth,volume_bnb,volume_btc,volume_eth
0,2025-04-21,597.4141845703125,87518.90625,1579.7344970703125,607.8202514648438,88460.09375,1656.11962890625,592.6761474609375,85143.8359375,1566.1474609375,592.972412109375,85171.5390625,1587.4609375,1430343137,41396190190,15403785611
1,2025-04-22,0.0,93441.890625,1757.3316650390625,618.9900512695312,93817.3828125,1773.63916015625,595.8809814453125,87084.53125,1542.0003662109375,597.4171752929688,87521.875,1579.815185546875,1734142941,55899038456,23747917555
2,2025-04-23,605.8150024414062,93699.109375,1796.104248046875,619.8624877929688,94535.734375,1829.7099609375,601.9541625976562,91962.9609375,1746.924072265625,618.8269653320312,93427.5859375,1757.196533203125,1834047719,41719568821,1000000000000
3,2025-04-24,601.7158203125,,1769.8316650390625,606.7443237304688,94016.1953125,1801.69140625,594.3950805664062,91696.7109375,1724.74072265625,605.8150024414062,93692.3984375,1795.9794921875,1573943361,31483175315,15207402759
4,2025-04-25,600.1810302734375,,1786.634521484375,610.1796264648438,95768.390625,1826.696044921875,597.7703247070312,92898.59375,1740.3319091796875,601.7152709960938,93954.25,1770.003662109375,1735398071,40915232364,17459399281
5,2025-04-26,607.7041015625,,1821.881103515625,609.1361083984375,95251.359375,1839.363037109375,600.0881958007812,93927.25,1781.473876953125,600.19189453125,94714.6484375,1786.532958984375,1507509250,17612825123,11926379867
6,2025-04-27,599.9212646484375,94228.25,1808.5972900390625,608.26904296875,95172.2109375,1852.489990234375,598.1598510742188,93815.5,1794.670654296875,607.6944580078125,94662.34375,1821.7589111328125,1514839424,18701733888,12018830336
